ENTREZGENE	M172_1_CDS	M172_2_CDS	M172_3_CDS	Mgfp_1_CDS	Mgfp_2_CDS	Mgfp_3_CDS	ENSG
YER140W	119	274	253	165	170	179	YER140W
CAK1	416	845	793	407	434	561	YFL029C
MCX1	199	392	408	300	281	336	YBR227C
SEC61	558	1270	1037	884	1019	1121	YLR378C
REC104	18	34	27	23	14	28	YHR157W
SPO19	1	2	1	2	3	1	YPL130W
HIS5	1199	2541	2538	1314	1478	2084	YIL116W
PKH2	306	654	666	428	470	639	YOL100W
PTI1	99	207	195	123	157	162	YGR156W
RMD8	167	357	347	264	267	328	YFR048W
SUA5	124	253	288	150	170	232	YGL169W
GAS1	843	1858	1795	2597	2320	3148	YMR307W
TOP1	147	328	311	187	233	284	YOL006C
DIS3	243	550	559	316	324	390	YOL021C
YLR132C	125	306	252	266	270	390	YLR132C
GPA2	1933	3846	3854	2513	2716	3648	YER020W
RAD33	99	201	202	176	137	169	YML011C
PSY2	246	509	525	364	345	411	YNL201C
UTP5	180	367	379	238	231	312	YDR398W
RIM1	634	1248	1105	994	967	1089	YCR028C-A
PTP3	215	483	512	126	153	281	YER075C
SWE1	48	125	102	139	140	161	YJL187C
POM34	150	263	274	231	205	252	YLR018C
MRPL20	223	478	366	280	287	341	YKR085C
YLR063W	18	45	36	14	17	35	YLR063W
RPL33B	534	1089	1058	658	595	891	YOR234C
SNF5	146	307	303	235	218	300	YBR289W
PTR2	113	233	202	135	98	215	YKR093W
SAC1	601	1298	1096	1176	1216	1231	YKL212W
YMR221C	269	588	534	268	272	439	YMR221C
AI5_ALPHA	0	0	0	0	0	0	Q0070
YMR105W-A	4	15	15	4	6	13	YMR105W-A
PAC1	42	86	77	106	85	94	YOR269W
STE4	503	1061	947	1047	1070	1252	YOR212W
URC2	139	282	287	167	153	184	YDR520C
YGR016W	44	97	86	74	72	90	YGR016W
MAK10	160	338	317	227	207	226	YEL053C
EGD1	1297	2875	2621	2530	2190	2770	YPL037C
TPP1	158	351	297	241	252	279	YMR156C
POL4	142	314	287	238	224	299	YCR014C
STR3	116	223	215	130	166	291	YGL184C
ASP3-2	0	0	0	0	0	0	YLR158C
POM152	224	484	463	299	303	390	YMR129W
HOM2	6066	12800	11915	8898	8448	10758	YDR158W
RRP3	125	293	290	149	155	232	YHR065C
GET4	245	546	516	568	514	530	YOR164C
MOT1	91	183	196	162	143	161	YPL082C
PEP7	96	165	155	114	117	128	YDR323C
YGR283C	153	292	298	167	183	210	YGR283C
PAI3	433	830	802	557	545	774	YMR174C
CRN1	587	1347	1318	1080	1087	1273	YLR429W
YLL007C	120	254	226	190	228	229	YLL007C
BPH1	305	545	553	437	374	476	YCR032W
TMS1	399	880	740	566	599	680	YDR105C
STU2	99	243	249	256	260	345	YLR045C
MTQ1	230	452	378	256	287	351	YNL063W
CHA4	222	411	435	277	276	360	YLR098C
GTT1	784	1804	1461	1280	1304	1691	YIR038C
CWC2	61	97	87	71	71	72	YDL209C
IDI1	711	1394	1420	807	738	968	YPL117C
GLG1	779	1644	1474	1867	2126	2138	YKR058W
EDS1	559	1155	1050	1034	1064	1366	YBR033W
XRS2	121	218	237	140	152	163	YDR369C
GDH3	791	1561	1548	324	456	578	YAL062W
RIF2	47	90	123	66	86	88	YLR453C
LIP1	317	650	551	662	645	721	YMR298W
ATP22	375	765	740	587	620	784	YDR350C
YNL165W	99	252	254	148	164	214	YNL165W
EXG2	121	235	210	176	178	177	YDR261C
FKH1	47	104	106	61	72	92	YIL131C
MRPS9	577	1230	1109	884	883	1003	YBR146W
YAL044W-A	7	14	12	8	11	15	YAL044W-A
PRP40	339	735	732	590	558	679	YKL012W
BEM3	155	277	294	362	313	327	YPL115C
TPK1	523	961	836	985	978	1056	YJL164C
AQR1	34	85	70	51	40	65	YNL065W
HHF1	1875	4018	3553	7480	6332	6333	YNL030W
PEX13	228	444	466	307	307	455	YLR191W
SYS1	233	517	506	346	338	385	YJL004C
SPC110	90	175	163	190	181	173	YDR356W
IRC8	96	237	210	106	94	134	YJL051W
YER190C-B	0	0	0	0	0	0	YGR296C-B
HEM3	215	504	423	451	461	489	YDL205C
DUS1	28	59	58	42	38	46	YML080W
SOK2	604	1319	1528	691	720	1311	YMR016C
PRM2	73	142	147	99	91	121	YIL037C
SPE2	273	588	527	434	436	606	YOL052C
JIP4	510	1005	989	762	761	973	YDR475C
AIM25	280	565	525	434	423	591	YJR100C
RPP0	2223	4973	4369	2840	3346	4422	YLR340W
DLD2	586	1255	1061	730	720	864	YDL178W
PHD1	215	472	433	332	324	376	YKL043W
MSM1	173	335	338	304	279	351	YGR171C
GEM1	155	355	326	178	235	298	YAL048C
ASA1	156	386	299	225	230	269	YPR085C
EMP24	699	1401	1331	1409	1288	1577	YGL200C
YOR019W	1274	2481	2456	942	891	1744	YOR019W
IRC23	134	292	269	209	194	270	YOR044W
YOR387C	48	92	76	27	29	45	YOR387C
CBP6	254	548	457	432	395	524	YBR120C
RRP45	251	541	513	424	405	443	YDR280W
YHR138C	995	1975	1832	1542	1439	1884	YHR138C
SKI3	217	447	372	334	347	390	YPR189W
YOR008C-A	2	11	10	3	4	2	YOR008C-A
SNG1	240	548	509	274	254	352	YGR197C
SGA1	104	293	219	148	123	162	YIL099W
SSA2	1360	3273	2502	3251	3452	3358	YLL024C
STE20	285	619	628	379	421	532	YHL007C
MLC1	517	1054	960	753	769	1015	YGL106W
GDH1	2296	4932	4880	2215	2436	3418	YOR375C
YOR022C	199	443	404	310	280	390	YOR022C
FAF1	128	245	242	119	140	201	YIL019W
YOS1	225	478	427	367	324	416	YER074W-A
KTR1	561	1171	1119	1152	1078	1411	YOR099W
YOL029C	67	155	122	149	145	127	YOL029C
SSU72	59	130	86	69	67	101	YNL222W
YAR068W	2	7	3	1	0	4	YAR068W
NGL3	244	392	464	293	305	394	YML118W
SCH9	445	1036	928	425	417	599	YHR205W
RPS19A	839	1836	1679	1565	1356	1807	YOL121C
BIO3	90	212	199	1171	1335	1106	YNR058W
YOR394C-A	0	2	4	0	2	1	YOR394C-A
HOP2	15	23	24	10	1	15	YGL033W
GAS3	194	394	351	429	425	433	YMR215W
DET1	312	641	604	499	452	523	YDR051C
COX18	174	373	356	288	297	380	YGR062C
ECM33	1174	2877	2559	4045	4200	5118	YBR078W
HSP82	2793	6351	5016	5944	6659	7001	YPL240C
GPD1	1508	3372	2942	4020	4184	4892	YDL022W
AGC1	183	416	346	370	361	442	YPR021C
LSC2	1488	3205	2911	2753	2551	3324	YGR244C
PUF6	172	347	355	213	194	294	YDR496C
YNR073C	179	399	375	352	362	358	YEL070W
RAD52	291	644	627	425	436	550	YML032C
SPE4	139	266	269	210	191	245	YLR146C
SPR3	22	30	28	44	46	71	YGR059W
NUS1	338	738	627	552	483	564	YDL193W
RFS1	1486	2975	2541	3816	3377	3888	YBR052C
YER134C	91	200	191	194	166	245	YER134C
TOP2	351	739	728	387	391	505	YNL088W
SPT2	375	823	773	519	580	709	YER161C
TEC1	659	1393	1412	1015	1082	1457	YBR083W
SBE22	442	928	812	810	812	948	YHR103W
YDR461C-A	210	433	364	193	193	302	YDR461C-A
TSC3	350	603	617	516	497	642	YBR058C-A
CUE5	864	1914	1735	1460	1446	1853	YOR042W
PTC6	326	751	729	604	634	773	YCR079W
SEC1	323	661	655	428	443	534	YDR164C
TTI1	131	271	251	149	144	181	YKL033W
YNL046W	241	575	568	533	538	627	YNL046W
YJL107C	18	49	52	15	14	23	YJL107C
CTI6	416	968	864	698	664	886	YPL181W
YHR054C	13	17	19	16	12	21	YHR054C
PHO2	297	620	629	545	490	679	YDL106C
LRP1	209	454	449	337	317	375	YHR081W
YPL014W	125	291	273	376	365	573	YPL014W
PCL9	112	206	221	256	274	271	YDL179W
FCY2	987	2141	2169	915	932	1270	YER056C
RPS1B	3059	6548	6073	5723	5061	6864	YML063W
VPS36	202	471	463	332	353	413	YLR417W
YNR034W-A	5642	10774	8118	21727	21950	21515	YNR034W-A
RAX2	59	133	118	128	132	141	YLR084C
NAM7	307	743	727	506	531	597	YMR080C
PRY2	308	688	699	689	756	1440	YKR013W
PGD1	228	439	455	297	355	417	YGL025C
YLR346C	143	236	244	86	77	97	YLR346C
REC8	88	162	140	86	58	92	YPR007C
SPC24	14	43	57	43	39	44	YMR117C
YDL124W	3351	7028	5883	8179	7822	8803	YDL124W
RKM4	155	319	321	265	256	335	YDR257C
YGR266W	328	745	723	289	299	478	YGR266W
SOL3	310	666	690	578	609	634	YHR163W
YNR061C	159	338	323	309	254	326	YNR061C
PAU1	0	0	0	0	0	0	YIL176C
YDR261W-A	0	0	0	0	0	0	YDR261W-A
YDR261W-B	23	86	62	49	33	41	YDR261W-B
YCS4	86	186	200	98	104	134	YLR272C
DNL4	253	552	466	308	302	365	YOR005C
GCS1	292	695	564	473	578	609	YDL226C
MPE1	270	533	554	314	311	416	YKL059C
NUP145	340	716	662	546	553	559	YGL092W
GID7	509	1135	1004	586	605	789	YCL039W
LSB1	298	614	594	463	487	568	YGR136W
GRX2	1479	3045	2639	3166	2945	3474	YDR513W
ROM1	569	1119	1084	1046	971	1186	YGR070W
HOT13	117	264	244	109	129	125	YKL084W
TPM1	2098	4333	3877	3913	3588	4427	YNL079C
YFL051C	140	319	282	205	210	253	YFL051C
GCD14	128	267	305	120	119	203	YJL125C
IML3	114	237	195	186	177	225	YBR107C
MRP21	367	733	664	441	456	525	YBL090W
MRP8	2110	4395	3791	4402	4101	4537	YKL142W
DIG1	616	1350	1329	774	982	1219	YPL049C
YNL122C	144	297	263	211	215	252	YNL122C
YJL070C	371	720	673	592	597	737	YJL070C
FRQ1	318	609	542	420	440	497	YDR373W
AIM21	605	1354	1240	1028	1129	1347	YIR003W
RPS18B	1656	3466	3214	2874	2481	3440	YDR450W
VID30	610	1260	1199	1039	1050	1243	YGL227W
MNE1	209	449	406	288	337	409	YOR350C
RIM4	198	380	345	210	208	359	YHL024W
MAG1	341	762	643	467	485	527	YER142C
CAX4	114	194	171	158	159	190	YGR036C
STL1	93	170	156	121	128	139	YDR536W
NBL1	70	129	125	57	93	128	YHR199C-A
TFC3	338	726	693	591	628	759	YAL001C
ACS1	891	1790	2184	459	439	710	YAL054C
YSP1	234	405	458	306	317	404	YHR155W
TPT1	124	283	296	186	217	226	YOL102C
DUT1	62	140	117	116	105	130	YBR252W
YBR225W	359	658	692	439	467	648	YBR225W
HPM1	59	147	125	109	116	102	YIL110W
SSE2	1826	3786	3322	3732	3943	5093	YBR169C
SCW10	451	1137	1085	1018	1002	1878	YMR305C
EXO70	138	283	278	204	176	272	YJL085W
HTB1	5157	10227	9950	13096	12389	13987	YDR224C
POL5	232	508	528	374	316	438	YEL055C
HPA2	28	70	63	37	30	61	YPR193C
UBX2	312	685	596	397	504	638	YML013W
YPL077C	74	135	118	87	102	124	YPL077C
RIO2	133	298	284	168	165	173	YNL207W
BNA7	145	281	307	205	192	242	YDR428C
YJL181W	45	91	70	113	119	101	YJL181W
RPB10	162	336	292	309	287	333	YOR210W
STU1	76	122	135	105	85	117	YBL034C
COQ10	119	257	231	223	219	260	YOL008W
YER077C	184	342	345	242	280	303	YER077C
NHP6B	309	678	574	608	587	592	YBR089C-A
ALT1	3913	8706	7021	5166	5317	5389	YLR089C
DAD2	75	141	103	142	129	156	YKR083C
YMR209C	160	290	224	240	255	330	YMR209C
YER128W	71	124	120	71	86	79	YER128W
RPL22A	14	18	20	18	18	13	YLR061W
YRA2	219	475	355	350	343	410	YKL214C
MPD2	190	353	303	274	243	284	YOL088C
MLP1	595	1143	1015	905	926	1055	YKR095W
UBP8	74	167	171	143	151	152	YMR223W
AI2	0	0	0	0	0	0	Q0055
AI1	0	0	0	0	0	0	Q0050
TAH18	107	194	208	94	104	121	YPR048W
YEL020C	235	512	469	476	439	549	YEL020C
YCR016W	124	252	284	231	166	229	YCR016W
YJL028W	3	4	2	1	1	3	YJL028W
RIM13	145	258	272	227	213	257	YMR154C
TPN1	807	1612	1504	852	924	1075	YGL186C
CHC1	825	1610	1497	1663	1472	1625	YGL206C
SHS1	380	790	818	636	600	793	YDL225W
YML079W	365	699	664	624	613	680	YML079W
ERB1	163	339	333	162	137	218	YMR049C
YFL041W-A	86	132	99	95	99	116	YFL041W-A
SWT1	107	209	207	135	144	191	YOR166C
YPL257W-B	1	0	0	1	2	2	YPL257W-B
ZUO1	639	1468	1226	1619	1381	1588	YGR285C
HOS1	67	120	107	96	102	117	YPR068C
YDR374W-A	122	185	210	157	157	184	YDR374W-A
SYP1	524	1241	1111	1157	1205	1394	YCR030C
ECM5	234	485	429	303	310	370	YMR176W
VAC17	28	60	46	49	69	61	YCL063W
CAJ1	793	1644	1552	1610	1528	1686	YER048C
TMN2	168	304	292	322	307	343	YDR107C
SPO75	218	508	435	327	277	308	YLL005C
SPP2	197	357	345	204	186	256	YOR148C
FRE8	93	219	211	152	175	194	YLR047C
RPN5	1435	2957	2709	2347	2234	2512	YDL147W
RIM9	50	87	92	43	59	61	YMR063W
BUD22	127	254	295	125	130	167	YMR014W
YBL008W-A	1	2	3	0	0	1	YBL008W-A
YHL018W	10	23	24	23	28	25	YHL018W
DIN7	65	102	105	58	64	96	YDR263C
TMA108	381	905	813	793	883	1018	YIL137C
MUD1	280	515	544	342	410	510	YBR119W
MDJ1	784	1704	1571	1207	1360	1634	YFL016C
JJJ2	61	134	149	78	94	124	YJL162C
AFR1	701	1429	1324	1394	1531	1579	YDR085C
SIW14	238	510	459	405	382	424	YNL032W
DIE2	124	285	285	184	182	251	YGR227W
FMP16	1618	3427	2774	2714	2505	3439	YDR070C
CTK2	92	160	175	90	115	148	YJL006C
PLP2	214	500	435	355	329	398	YOR281C
MYO1	123	237	234	160	146	215	YHR023W
RAD51	137	369	345	400	384	436	YER095W
APS1	0	0	0	0	0	0	YLR170C
ALO1	641	1459	1357	1206	1198	1458	YML086C
GMH1	175	407	382	325	304	400	YKR030W
GLE1	365	840	778	580	571	650	YDL207W
YLR211C	145	302	270	189	226	296	YLR211C
YHR182W	100	195	218	130	151	171	YHR182W
MRPL36	495	1105	946	744	726	834	YBR122C
OSH7	462	925	836	566	644	802	YHR001W
SNF1	684	1511	1429	1065	1203	1521	YDR477W
KTR4	832	1767	1665	1525	1450	1889	YBR199W
PKP1	443	1029	942	567	809	987	YIL042C
CKA1	365	773	766	689	641	754	YIL035C
BNR1	63	115	106	54	59	69	YIL159W
GTR1	247	491	441	284	305	385	YML121W
ECM27	171	388	363	218	248	333	YJR106W
UFD4	484	1101	1057	726	742	918	YKL010C
ATF2	23	64	56	19	27	38	YGR177C
MUC1	42	122	84	62	59	98	YIR019C
PRI2	151	309	311	176	159	189	YKL045W
LSM8	0	0	0	0	0	0	YJR022W
ASH1	446	945	891	1113	1234	1207	YKL185W
RPL43A	5	4	6	2	0	3	YPR043W
GRX8	19	45	30	20	20	27	YLR364W
YJR124C	39	64	78	56	49	66	YJR124C
RAD50	176	302	331	200	171	211	YNL250W
ATF1	353	737	658	575	491	520	YOR377W
HSP104	6323	14511	11853	19482	21431	22657	YLL026W
YCL002C	142	256	215	242	184	255	YCL002C
YGL108C	46	84	80	55	77	87	YGL108C
RVS167	1566	3337	2914	2742	2846	3244	YDR388W
PMT6	257	591	490	426	427	522	YGR199W
YHL050C	49	105	89	46	50	47	YHL050C
TOM20	321	761	686	514	519	627	YGR082W
PPZ2	620	1369	1377	923	902	1273	YDR436W
GUP2	27	52	38	28	25	29	YPL189W
PRR1	102	266	217	229	227	268	YKL116C
HSH49	108	268	239	194	182	212	YOR319W
NUP57	382	921	900	631	623	778	YGR119C
YAR066W	1	2	8	2	1	5	YAR066W
SAS4	208	441	454	371	350	398	YDR181C
RPL25	2692	5206	4988	4372	3724	5594	YOL127W
SQS1	211	447	468	294	309	420	YNL224C
ATS1	84	218	186	139	119	142	YAL020C
RIF1	140	300	280	191	207	245	YBR275C
FMT1	14	35	35	31	38	54	YBL013W
TUF1	1615	3575	3188	3123	2996	3472	YOR187W
PLM2	67	114	115	49	49	57	YDR501W
GUA1	1159	2532	2526	1682	1532	2190	YMR217W
MIG1	1025	2326	2129	1276	1426	2116	YGL035C
CSM1	79	141	148	76	82	88	YCR086W
RSM28	529	1115	1073	813	878	1031	YDR494W
BRF1	357	728	694	452	431	551	YGR246C
YEL076C	1	3	1	0	1	0	YEL076C
IQG1	264	465	513	316	321	404	YPL242C
YPR027C	174	417	399	316	356	433	YPR027C
YCR024C-B	532	1213	1007	1380	1114	1273	YCR024C-B
DIA3	111	199	188	87	86	159	YDL024C
RNT1	48	111	114	46	40	72	YMR239C
ADE16	1712	3526	3187	3376	3317	3811	YLR028C
SPT7	216	498	462	357	376	489	YBR081C
REG1	980	2209	2144	1631	1763	2005	YDR028C
YPT35	75	187	180	87	119	162	YHR105W
YHR035W	48	136	83	75	65	74	YHR035W
HAP5	247	517	472	427	410	568	YOR358W
MRK1	2894	6303	5322	3959	4368	5625	YDL079C
YGL188C-A	13	21	26	18	11	22	YGL188C-A
RHO5	731	1531	1570	1036	1178	1549	YNL180C
NBP2	273	529	563	367	347	469	YDR162C
GSH1	432	903	860	628	673	877	YJL101C
AST1	51	118	112	55	81	113	YBL069W
YNL040W	354	767	706	650	615	661	YNL040W
YJL049W	152	313	298	222	217	249	YJL049W
AFI1	89	173	190	92	94	112	YOR129C
HHT2	3030	6190	5800	8936	8114	8731	YBR010W
QRI7	113	241	212	160	168	211	YDL104C
VPH2	72	164	131	160	155	173	YKL119C
SWI1	146	328	340	206	198	239	YPL016W
NCP1	610	1431	1255	911	1031	1173	YHR042W
SMC4	153	436	424	227	211	273	YLR086W
GIP2	811	1777	1522	1539	1501	1891	YER054C
YKR015C	96	232	206	124	137	166	YKR015C
AIM31	619	1270	1084	895	914	1021	YML030W
ORC1	157	266	311	162	187	209	YML065W
MNN1	79	151	171	109	124	176	YER001W
YLR285C-A	37	105	92	215	162	120	YLR285C-A
PIB2	301	627	641	353	482	585	YGL023C
SUT2	110	253	200	106	140	129	YPR009W
MGR3	450	972	929	692	637	830	YMR115W
CDC48	4574	10266	9121	9183	9812	11037	YDL126C
MES1	265	596	596	540	510	562	YGR264C
YGL258W-A	9	33	20	4	2	6	YGL258W-A
TAO3	414	832	759	695	677	809	YIL129C
MEX67	269	552	506	379	424	508	YPL169C
YAP1801	1153	2459	2488	1563	1720	2139	YHR161C
WHI4	259	638	567	436	514	601	YDL224C
YLR225C	304	680	615	618	588	665	YLR225C
LIF1	138	289	301	191	215	257	YGL090W
CAF130	134	287	276	183	183	228	YGR134W
DCS1	1013	2347	1974	2026	1923	2363	YLR270W
PUS6	95	177	142	150	164	223	YGR169C
SRX1	37	99	92	40	73	87	YKL086W
YOL155W-A	6	9	7	4	2	9	YOL155W-A
AAD16	53	91	75	62	56	79	YFL057C
CAF16	450	1031	935	802	716	1008	YFL028C
YNL144C	866	2070	1822	1914	2102	2516	YNL144C
CTS2	136	304	277	158	185	257	YDR371W
NHX1	496	1073	960	741	738	872	YDR456W
UTP4	54	154	171	109	103	110	YDR324C
PSF2	73	135	146	100	94	115	YJL072C
CEX1	177	387	337	257	268	328	YOR112W
RPS23B	3172	6342	5766	5054	4542	6381	YPR132W
RPC25	58	120	140	101	111	81	YKL144C
NOP13	84	180	211	100	77	144	YNL175C
CDA1	16	30	34	19	34	30	YLR307W
CIR2	434	882	834	684	681	967	YOR356W
RSR1	33	61	55	38	49	70	YGR152C
UIP3	635	1259	1155	1150	1053	1353	YAR027W
YHL026C	65	142	139	78	78	114	YHL026C
NIF3	492	964	932	671	633	809	YGL221C
RPL26B	1608	3323	3197	2965	2616	3475	YGR034W
HMS2	207	498	431	189	238	285	YJR147W
FUR1	151	333	285	227	238	295	YHR128W
PAD1	19	45	52	24	25	36	YDR538W
GBP2	709	1609	1457	1349	1281	1516	YCL011C
HOS4	719	1438	1382	1055	1099	1291	YIL112W
NDJ1	85	206	195	122	146	119	YOL104C
YOR343W-B	30	39	60	33	42	47	YOR343W-B
YOR343W-A	0	0	0	0	0	0	YOR343W-A
CPR8	198	442	394	298	314	377	YNR028W
GPB2	669	1504	1425	1036	1087	1274	YAL056W
SPO23	24	44	44	29	27	34	YBR250W
YKL071W	77	146	126	99	105	139	YKL071W
ODC1	492	1108	989	872	867	1141	YPL134C
TRL1	57	154	122	129	106	104	YJL087C
RPL33A	6	13	14	8	8	13	YPL143W
BUD13	72	144	126	88	77	122	YGL174W
GCY1	3392	7305	6173	5354	5415	6159	YOR120W
YEL057C	516	1139	831	764	860	1125	YEL057C
YBL036C	214	441	412	279	264	366	YBL036C
QCR9	813	1721	1555	1744	1646	2222	YGR183C
QCR2	2138	4453	4016	4585	4526	5826	YPR191W
KNH1	159	352	306	253	229	342	YDL049C
NPL4	304	745	640	474	463	596	YBR170C
YER071C	96	183	175	139	145	179	YER071C
SEC2	194	466	427	384	367	445	YNL272C
RPS11A	1488	3163	3069	2023	1989	3033	YBR048W
RPF2	122	305	320	193	188	233	YKR081C
PET309	72	136	134	143	167	114	YLR067C
MNN11	118	308	229	270	238	226	YJL183W
CMC2	208	433	390	345	326	426	YBL059C-A
YHR022C	19	35	28	23	33	30	YHR022C
SIL1	165	374	341	309	286	363	YOL031C
PAU15	0	5	6	0	3	0	YIR041W
DSL1	360	737	688	525	544	639	YNL258C
RPL43A	1593	3011	3071	2457	2054	2978	YJR094W-A
URA1	3051	6608	6053	3456	3231	3472	YKL216W
YMR175W-A	3	19	3	1	8	13	YMR175W-A
YGR012W	224	467	458	339	331	430	YGR012W
YPL041C	25	69	46	34	24	35	YPL041C
RAS2	1636	3505	3171	2950	2831	3515	YNL098C
YKL023C-A	52	108	86	60	49	87	YKL023C-A
PCK1	351	628	682	225	196	432	YKR097W
CAC2	70	165	172	124	130	169	YML102W
YJL047C-A	10	16	16	6	16	13	YJL047C-A
YCR090C	149	381	318	287	241	311	YCR090C
VMS1	167	376	390	246	232	304	YDR049W
UBC6	289	597	529	521	463	584	YER100W
RNR2	1191	2455	2340	1851	1607	2116	YJL026W
SRD1	178	373	357	225	241	223	YCR018C
SSA3	599	1043	1053	364	416	860	YBL075C
MTR10	206	422	372	378	380	412	YOR160W
ITC1	244	523	448	355	363	412	YGL133W
TPS3	1125	2578	2400	2461	2562	3086	YMR261C
RBK1	455	900	790	817	742	927	YCR036W
IMA1	50	99	82	104	81	103	YGR287C
ALD2	328	793	710	608	620	802	YMR170C
MRC1	76	133	156	98	100	113	YCL061C
YOR238W	152	302	293	181	172	210	YOR238W
ARX1	87	175	188	102	105	160	YDR101C
YMR158C-A	30	46	46	50	43	60	YMR158C-A
YLR049C	107	268	256	292	329	365	YLR049C
NRG2	66	170	125	96	79	116	YBR066C
YIL046W-A	2	9	6	3	9	8	YIL046W-A
YJR079W	4	12	4	6	5	5	YJR079W
MPP10	368	827	809	616	563	702	YJR002W
COP1	762	1757	1625	1614	1634	1923	YDL145C
NOP2	358	800	882	536	507	668	YNL061W
YGR161W-A	0	0	0	0	0	0	YGR161W-A
MNP1	63	130	114	109	100	123	YGL068W
YGR161W-C	280	541	497	311	301	486	YGR161W-C
YGR161W-B	0	0	1	0	0	0	YGR161W-B
VHS2	317	680	652	447	501	732	YIL135C
RRP1	109	241	212	161	109	195	YDR087C
JNM1	164	320	337	245	221	301	YMR294W
PEX10	345	633	612	340	351	444	YDR265W
GDI1	1243	2930	2657	2061	2133	2545	YER136W
AMA1	26	56	71	55	75	113	YGR225W
NCS6	217	460	435	322	287	353	YGL211W
MDM12	182	352	256	290	243	260	YOL009C
YDR352W	132	343	299	219	207	259	YDR352W
MYO3	445	909	879	638	732	861	YKL129C
YDR524C-B	5033	10317	9963	9762	9473	13103	YDR524C-B
GAL80	1724	4009	3300	2461	2859	2817	YML051W
SSP1	19	46	40	40	44	45	YHR184W
YMR122W-A	1847	4065	4181	5424	5574	6138	YMR122W-A
LSB3	961	1948	1822	1552	1451	1755	YFR024C-A
PRP28	85	201	158	124	138	142	YDR243C
DPH5	411	948	822	615	589	628	YLR172C
YLR464W	0	0	0	0	0	0	YEL076C-A
CRR1	37	80	63	36	36	43	YLR213C
CAF4	215	479	453	278	251	331	YKR036C
APL5	448	859	815	740	739	820	YPL195W
APQ12	77	160	149	141	127	174	YIL040W
RPL27B	1369	2728	2660	2136	1853	2750	YDR471W
YHR003C	211	436	391	318	313	402	YHR003C
FUN30	80	143	186	100	99	102	YAL019W
RPL26A	1220	2538	2420	1879	1695	2414	YLR344W
FPR4	403	881	840	617	554	720	YLR449W
NSG2	980	2077	1925	1379	1381	1829	YNL156C
YML040W	0	0	0	0	0	0	YLR227W-A
YBR219C	0	1	1	0	0	1	YBR219C
YGR169C-A	197	390	358	507	467	528	YGR169C-A
PHO84	222	476	513	290	281	522	YML123C
YNR063W	33	85	91	30	46	55	YNR063W
LIP2	262	494	475	434	433	496	YLR239C
YJL160C	29	72	54	29	19	35	YJL160C
GCR1	273	499	515	455	475	445	YPL075W
MDE1	187	406	355	244	258	308	YJR024C
MAK5	160	339	337	231	180	274	YBR142W
ERG1	751	1625	1521	840	863	1110	YGR175C
MET28	1	3	0	1	0	2	YIR017C
YKL047W	158	328	317	145	175	195	YKL047W
YKL187C	152	303	297	251	273	398	YKL187C
VPS70	547	1124	1055	844	859	1119	YJR126C
RPL4B	2040	4587	4141	3610	3295	4560	YDR012W
FRE7	41	80	85	31	36	55	YOL152W
TRM13	91	194	207	111	112	123	YOL125W
YCH1	135	237	218	188	189	237	YGR203W
LAG1	431	984	822	945	851	1000	YHL003C
YDR034C-D	22	40	51	27	38	39	YDR034C-D
GPB1	128	303	308	187	200	268	YOR371C
YDR034C-A	6	10	10	6	7	5	YDR034C-A
YDR034C-C	0	0	0	0	0	0	YDR034C-C
SOD1	8850	18426	16004	19597	18307	22137	YJR104C
SLO1	42	58	64	48	49	57	YER180C-A
TWF1	518	1078	949	881	847	1026	YGR080W
SCT1	392	842	754	620	659	701	YBL011W
PLP1	104	202	179	144	117	153	YDR183W
HPR1	129	266	275	184	196	257	YDR138W
FAA1	2293	4860	4937	3800	3726	4720	YOR317W
YAR064W	0	7	4	8	11	12	YAR064W
FUN26	203	455	413	256	273	394	YAL022C
AVO1	106	225	208	194	211	210	YOL078W
PEX14	117	231	217	114	124	188	YGL153W
MID1	90	224	198	161	170	182	YNL291C
YHR218W	0	0	0	0	0	0	YHR218W
RRG7	71	144	139	160	169	169	YOR305W
DML1	164	329	298	222	229	251	YMR211W
GSP2	766	1549	1351	1188	1139	1227	YOR185C
ESA1	345	732	674	464	480	602	YOR244W
GIM4	136	259	242	191	184	189	YEL003W
YGR066C	92	179	156	142	138	168	YGR066C
HUT1	219	432	384	277	281	367	YPL244C
IZH1	223	564	495	272	296	340	YDR492W
PFK1	2053	4606	4268	5019	4994	5371	YGR240C
TIF4632	372	742	759	858	916	960	YGL049C
NHP6A	113	275	219	270	250	235	YPR052C
CCL1	277	478	530	271	256	392	YPR025C
RFC5	76	186	174	214	186	226	YBR087W
UBX5	624	1288	1136	831	902	1224	YDR330W
YMR242W-A	0	3	0	1	0	0	YMR242W-A
CDC12	260	575	471	530	504	581	YHR107C
NUP60	172	393	382	305	327	366	YAR002W
BCH1	449	1053	914	851	783	935	YMR237W
YPL257W-A	0	0	0	0	0	0	YDR365W-A
YDR026C	287	528	510	308	297	386	YDR026C
BUD16	79	142	147	106	138	133	YEL029C
HTZ1	394	780	714	797	716	798	YOL012C
PCL8	220	429	410	370	364	522	YPL219W
FUM1	1368	2798	2647	2297	2252	2375	YPL262W
IPI3	39	79	82	65	58	76	YNL182C
ULP1	319	649	615	417	460	509	YPL020C
GUF1	141	289	246	230	197	247	YLR289W
GLK1	10909	25622	21586	27098	28357	31612	YCL040W
GSM1	372	790	769	611	626	896	YJL103C
